Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4961959,"Jim Butcher's The Dresden Files: Storm Front, Volume 1: The Gathering Storm",Jim Butcher,"Butcher, Jim","Mark Powers, Ardian Syaf","=""0345506391""","=""9780345506399""",5,4.35,Del Rey/Dabel Brothers,Hardcover,128,2009,2009,,2018/02/02,,,read,,,,1,0
24876258,"The Aeronaut's Windlass (The Cinder Spires, #1)",Jim Butcher,"Butcher, Jim",,"=""0451466802""","=""9780451466808""",5,4.18,Roc,Hardcover,630,2015,2015,,2018/02/02,,,read,,,,1,0
6316821,"First Lord's Fury (Codex Alera, #6)",Jim Butcher,"Butcher, Jim",,"=""044101769X""","=""9780441017690""",5,4.39,Ace Books,Hardcover,465,2009,2009,,2018/02/02,,,read,,,,1,0
29394,"Cursor's Fury (Codex Alera, #3)",Jim Butcher,"Butcher, Jim",,"=""0441014348""","=""9780441014347""",5,4.36,Ace Hardcover,Hardcover,442,2006,2006,,2018/02/02,,,read,,,,1,0
2903736,"Princeps' Fury (Codex Alera, #5)",Jim Butcher,"Butcher, Jim",,"=""0441016383""","=""9780441016389""",5,4.37,Ace Books,Hardcover,386,2008,2008,,2018/02/02,,,read,,,,1,0
346087,"Captain's Fury (Codex Alera, #4)",Jim Butcher,"Butcher, Jim",,"=""0441015271""","=""9780441015276""",5,4.37,Ace Books,Hardcover,451,2007,2007,,2018/02/02,,,read,,,,1,0
133664,"Academ's Fury (Codex Alera, #2)",Jim Butcher,"Butcher, Jim",,"=""0441013406""","=""9780441013401""",5,4.26,Ace,Paperback,702,2010,2005,,2018/02/02,,,read,,,,1,0
19486421,"Skin Game (The Dresden Files, #15)",Jim Butcher,"Butcher, Jim",,"=""0451464397""","=""9780451464392""",5,4.56,Roc,Hardcover,454,2014,2014,,2018/02/02,,,read,,,,1,0
8058301,"Ghost Story (The Dresden Files, #13)",Jim Butcher,"Butcher, Jim",James Marsters,"=""045146379X""","=""9780451463791""",5,4.25,Roc Hardcover,Hardcover,481,2011,2011,,2018/02/02,,,read,,,,1,0
12216302,"Cold Days (The Dresden Files, #14)",Jim Butcher,"Butcher, Jim",,"=""0451464400""","=""9780451464408""",5,4.48,Penguin Group (USA),Hardcover,515,2012,2012,,2018/02/02,,,read,,,,1,0
29396,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,"Butcher, Jim",,"=""044101268X""","=""9780441012688""",5,4.12,Ace,Paperback,688,2005,2004,,2018/02/02,,,read,,,,1,0
3475161,"Turn Coat (The Dresden Files, #11)",Jim Butcher,"Butcher, Jim",,"=""0451462564""","=""9780451462565""",5,4.44,Roc,Hardcover,418,2009,2009,,2018/02/02,,,read,,,,1,0
6585201,"Changes (The Dresden Files, #12)",Jim Butcher,"Butcher, Jim",,"=""045146317X""","=""9780451463173""",5,4.50,Roc,Hardcover,438,2010,2010,,2018/02/02,,,read,,,,1,0
927979,"Small Favor (The Dresden Files, #10)",Jim Butcher,"Butcher, Jim",,"=""0451461894""","=""9780451461896""",5,4.44,Roc,Hardcover,545,2008,2008,,2018/02/02,,,read,,,,1,0
91475,"White Night (The Dresden Files, #9)",Jim Butcher,"Butcher, Jim",,"=""0451461401""","=""9780451461407""",5,4.39,Roc,Hardcover,407,2007,2007,,2018/02/02,,,read,,,,1,0
91474,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,"Butcher, Jim",,"=""0451461037""","=""9780451461032""",5,4.40,Roc,Paperback,547,2007,2006,,2018/02/02,,,read,,,,1,0
99383,"Blood Rites (The Dresden Files, #6)",Jim Butcher,"Butcher, Jim",,"=""0451459873""","=""9780451459879""",5,4.30,Roc,Paperback,372,2004,2004,,2018/02/02,,,read,,,,1,0
17683,"Dead Beat (The Dresden Files, #7)",Jim Butcher,"Butcher, Jim",,"=""045146091X""","=""9780451460912""",5,4.41,Roc,Mass Market Paperback,517,2006,2005,,2018/02/02,,,read,,,,1,0
91479,"Death Masks (The Dresden Files, #5)",Jim Butcher,"Butcher, Jim",,"=""0451459407""","=""9780451459404""",5,4.29,Roc,Mass Market Paperback,432,2003,2003,,2018/02/02,,,read,,,,1,0
91478,"Summer Knight (The Dresden Files, #4)",Jim Butcher,"Butcher, Jim",,"=""0451458923""","=""9780451458926""",5,4.27,Roc,Mass Market Paperback,446,2002,2002,,2018/02/02,,,read,,,,1,0
91476,"Grave Peril (The Dresden Files, #3)",Jim Butcher,"Butcher, Jim",,"=""0451458443""","=""9780451458445""",5,4.14,Roc,Paperback,378,2001,2001,,2018/02/02,,,read,,,,1,0
91477,"Fool Moon (The Dresden Files, #2)",Jim Butcher,"Butcher, Jim",,"=""0451458125""","=""9780451458124""",5,3.99,Roc,Mass Market Paperback,401,2001,2001,,2018/02/02,,,read,,,,1,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""""","=""""",3,3.51,"Little, Brown",Hardcover,343,2016,2016,,2018/02/02,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc.,Paperback,652,2006,2005,,2018/02/02,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2018/02/02,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.57,Scholastic,Paperback,734,2002,2000,,2018/02/02,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2018/02/02,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2018/02/02,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2018/02/02,,,read,,,,1,0
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",4,3.54,Crown Publishing ,Hardcover,355,2015,2015,,2017/12/13,,,read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",4,4.16,Katherine Tegen Books,Paperback,487,2012,2011,,2017/12/13,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",5,4.24,Crown Publishers,Hardcover,374,2011,2011,,2017/12/13,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2017/12/13,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2017/12/13,,,read,,,,1,0
